FIPS,PeerCountyGroup,County,State
1001,14,Autauga County,Alabama
1003,25,Baldwin County,Alabama
1005,53,Barbour County,Alabama
1007,3,Bibb County,Alabama
1009,3,Blount County,Alabama
1011,54,Bullock County,Alabama
1013,55,Butler County,Alabama
1015,26,Calhoun County,Alabama
1017,35,Chambers County,Alabama
1019,56,Cherokee County,Alabama
1021,3,Chilton County,Alabama
1023,57,Choctaw County,Alabama
1025,55,Clarke County,Alabama
1027,58,Clay County,Alabama
1029,58,Cleburne County,Alabama
1031,36,Coffee County,Alabama
1033,27,Colbert County,Alabama
1035,55,Conecuh County,Alabama
1037,37,Coosa County,Alabama
1039,59,Covington County,Alabama
1041,60,Crenshaw County,Alabama
1043,38,Cullman County,Alabama
1045,39,Dale County,Alabama
1047,40,Dallas County,Alabama
1049,59,DeKalb County,Alabama
1051,14,Elmore County,Alabama
1053,61,Escambia County,Alabama
1055,26,Etowah County,Alabama
1057,58,Fayette County,Alabama
1059,60,Franklin County,Alabama
1061,26,Geneva County,Alabama
1063,54,Greene County,Alabama
1065,26,Hale County,Alabama
1067,26,Henry County,Alabama
1069,28,Houston County,Alabama
1071,41,Jackson County,Alabama
1073,1,Jefferson County,Alabama
1075,62,Lamar County,Alabama
1077,29,Lauderdale County,Alabama
1079,26,Lawrence County,Alabama
1081,30,Lee County,Alabama
1083,14,Limestone County,Alabama
1085,15,Lowndes County,Alabama
1087,53,Macon County,Alabama
1089,16,Madison County,Alabama
1091,55,Marengo County,Alabama
1093,56,Marion County,Alabama
1095,42,Marshall County,Alabama
1097,17,Mobile County,Alabama
1099,55,Monroe County,Alabama
1101,17,Montgomery County,Alabama
1103,28,Morgan County,Alabama
1105,54,Perry County,Alabama
1107,26,Pickens County,Alabama
1109,39,Pike County,Alabama
1111,62,Randolph County,Alabama
1113,17,Russell County,Alabama
1115,3,St. Clair County,Alabama
1117,4,Shelby County,Alabama
1119,54,Sumter County,Alabama
1121,42,Talladega County,Alabama
1123,59,Tallapoosa County,Alabama
1125,28,Tuscaloosa County,Alabama
1127,5,Walker County,Alabama
1129,63,Washington County,Alabama
1131,54,Wilcox County,Alabama
1133,56,Winston County,Alabama
2013,64,Aleutians East Borough,Alaska
2016,65,Aleutians West Census Area,Alaska
2020,18,Anchorage Municipality,Alaska
2050,66,Bethel Census Area,Alaska
2060,67,Bristol Bay Borough,Alaska
2068,67,Denali Borough,Alaska
2070,66,Dillingham Census Area,Alaska
2090,31,Fairbanks North Star Borough,Alaska
2100,65,Haines Borough,Alaska
2105,65,Hoonah-Angoon Census Area,Alaska
2110,36,Juneau City and Borough,Alaska
2122,68,Kenai Peninsula Borough,Alaska
2130,36,Ketchikan Gateway Borough,Alaska
2150,65,Kodiak Island Borough,Alaska
2158,66,Kusilvak Census Area,Alaska
2164,66,Lake and Peninsula Borough,Alaska
2170,19,Matanuska-Susitna Borough,Alaska
2180,66,Nome Census Area,Alaska
2185,67,North Slope Borough,Alaska
2188,66,Northwest Arctic Borough,Alaska
2195,65,Petersburg Borough,Alaska
2198,67,Prince of Wales-Hyder Census Area,Alaska
2220,65,Sitka City and Borough,Alaska
2230,65,Skagway Municipality,Alaska
2240,67,Southeast Fairbanks Census Area,Alaska
2261,67,Valdez-Cordova Census Area,Alaska
2275,65,Wrangell City and Borough,Alaska
2282,67,Yakutat City and Borough,Alaska
2290,66,Yukon-Koyukuk Census Area,Alaska
4001,66,Apache County,Arizona
4003,25,Cochise County,Arizona
4005,30,Coconino County,Arizona
4007,43,Gila County,Arizona
4009,44,Graham County,Arizona
4011,67,Greenlee County,Arizona
4012,69,La Paz County,Arizona
4013,2,Maricopa County,Arizona
4015,25,Mohave County,Arizona
4017,40,Navajo County,Arizona
4019,18,Pima County,Arizona
4021,6,Pinal County,Arizona
4023,45,Santa Cruz County,Arizona
4025,25,Yavapai County,Arizona
4027,32,Yuma County,Arizona
5001,70,Arkansas County,Arkansas
5003,61,Ashley County,Arkansas
5005,46,Baxter County,Arkansas
5007,19,Benton County,Arkansas
5009,47,Boone County,Arkansas
5011,55,Bradley County,Arkansas
5013,48,Calhoun County,Arkansas
5015,56,Carroll County,Arkansas
5017,54,Chicot County,Arkansas
5019,39,Clark County,Arkansas
5021,62,Clay County,Arkansas
5023,69,Cleburne County,Arkansas
5025,26,Cleveland County,Arkansas
5027,35,Columbia County,Arkansas
5029,61,Conway County,Arkansas
5031,33,Craighead County,Arkansas
5033,14,Crawford County,Arkansas
5035,5,Crittenden County,Arkansas
5037,62,Cross County,Arkansas
5039,71,Dallas County,Arkansas
5041,54,Desha County,Arkansas
5043,53,Drew County,Arkansas
5045,19,Faulkner County,Arkansas
5047,58,Franklin County,Arkansas
5049,69,Fulton County,Arkansas
5051,28,Garland County,Arkansas
5053,14,Grant County,Arkansas
5055,47,Greene County,Arkansas
5057,53,Hempstead County,Arkansas
5059,41,Hot Spring County,Arkansas
5061,60,Howard County,Arkansas
5063,35,Independence County,Arkansas
5065,69,Izard County,Arkansas
5067,62,Jackson County,Arkansas
5069,32,Jefferson County,Arkansas
5071,60,Johnson County,Arkansas
5073,62,Lafayette County,Arkansas
5075,58,Lawrence County,Arkansas
5077,54,Lee County,Arkansas
5079,27,Lincoln County,Arkansas
5081,27,Little River County,Arkansas
5083,56,Logan County,Arkansas
5085,19,Lonoke County,Arkansas
5087,20,Madison County,Arkansas
5089,69,Marion County,Arkansas
5091,33,Miller County,Arkansas
5093,40,Mississippi County,Arkansas
5095,54,Monroe County,Arkansas
5097,69,Montgomery County,Arkansas
5099,62,Nevada County,Arkansas
5101,46,Newton County,Arkansas
5103,35,Ouachita County,Arkansas
5105,20,Perry County,Arkansas
5107,40,Phillips County,Arkansas
5109,58,Pike County,Arkansas
5111,26,Poinsett County,Arkansas
5113,56,Polk County,Arkansas
5115,47,Pope County,Arkansas
5117,58,Prairie County,Arkansas
5119,16,Pulaski County,Arkansas
5121,70,Randolph County,Arkansas
5123,44,St. Francis County,Arkansas
5125,21,Saline County,Arkansas
5127,58,Scott County,Arkansas
5129,72,Searcy County,Arkansas
5131,17,Sebastian County,Arkansas
5133,73,Sevier County,Arkansas
5135,57,Sharp County,Arkansas
5137,69,Stone County,Arkansas
5139,35,Union County,Arkansas
5141,57,Van Buren County,Arkansas
5143,17,Washington County,Arkansas
5145,47,White County,Arkansas
5147,54,Woodruff County,Arkansas
5149,45,Yell County,Arkansas
6001,2,Alameda County,California
6003,65,Alpine County,California
6005,74,Amador County,California
6007,25,Butte County,California
6009,74,Calaveras County,California
6011,73,Colusa County,California
6013,7,Contra Costa County,California
6015,44,Del Norte County,California
6017,8,El Dorado County,California
6019,17,Fresno County,California
6021,53,Glenn County,California
6023,49,Humboldt County,California
6025,32,Imperial County,California
6027,65,Inyo County,California
6029,17,Kern County,California
6031,32,Kings County,California
6033,43,Lake County,California
6035,44,Lassen County,California
6037,1,Los Angeles County,California
6039,32,Madera County,California
6041,7,Marin County,California
6043,75,Mariposa County,California
6045,49,Mendocino County,California
6047,17,Merced County,California
6049,75,Modoc County,California
6051,65,Mono County,California
6053,17,Monterey County,California
6055,25,Napa County,California
6057,49,Nevada County,California
6059,2,Orange County,California
6061,8,Placer County,California
6063,75,Plumas County,California
6065,1,Riverside County,California
6067,1,Sacramento County,California
6069,9,San Benito County,California
6071,9,San Bernardino County,California
6073,2,San Diego County,California
6075,2,San Francisco County,California
6077,17,San Joaquin County,California
6079,18,San Luis Obispo County,California
6081,7,San Mateo County,California
6083,18,Santa Barbara County,California
6085,2,Santa Clara County,California
6087,18,Santa Cruz County,California
6089,25,Shasta County,California
6091,75,Sierra County,California
6093,74,Siskiyou County,California
6095,18,Solano County,California
6097,18,Sonoma County,California
6099,17,Stanislaus County,California
6101,32,Sutter County,California
6103,43,Tehama County,California
6105,75,Trinity County,California
6107,17,Tulare County,California
6109,43,Tuolumne County,California
6111,18,Ventura County,California
6113,9,Yolo County,California
6115,32,Yuba County,California
8001,9,Adams County,Colorado
8003,53,Alamosa County,Colorado
8005,6,Arapahoe County,Colorado
8007,65,Archuleta County,Colorado
8009,71,Baca County,Colorado
8011,64,Bent County,Colorado
8013,18,Boulder County,Colorado
8014,10,Broomfield County,Colorado
8015,65,Chaffee County,Colorado
8017,76,Cheyenne County,Colorado
8019,8,Clear Creek County,Colorado
8021,58,Conejos County,Colorado
8023,57,Costilla County,Colorado
8025,54,Crowley County,Colorado
8027,77,Custer County,Colorado
8029,74,Delta County,Colorado
8031,2,Denver County,Colorado
8033,69,Dolores County,Colorado
8035,10,Douglas County,Colorado
8037,49,Eagle County,Colorado
8039,8,Elbert County,Colorado
8041,18,El Paso County,Colorado
8043,44,Fremont County,Colorado
8045,49,Garfield County,Colorado
8047,6,Gilpin County,Colorado
8049,65,Grand County,Colorado
8051,65,Gunnison County,Colorado
8053,65,Hinsdale County,Colorado
8055,75,Huerfano County,Colorado
8057,78,Jackson County,Colorado
8059,8,Jefferson County,Colorado
8061,78,Kiowa County,Colorado
8063,70,Kit Carson County,Colorado
8065,65,Lake County,Colorado
8067,49,La Plata County,Colorado
8069,18,Larimer County,Colorado
8071,75,Las Animas County,Colorado
8073,64,Lincoln County,Colorado
8075,44,Logan County,Colorado
8077,25,Mesa County,Colorado
8079,77,Mineral County,Colorado
8081,50,Moffat County,Colorado
8083,65,Montezuma County,Colorado
8085,43,Montrose County,Colorado
8087,45,Morgan County,Colorado
8089,53,Otero County,Colorado
8091,65,Ouray County,Colorado
8093,8,Park County,Colorado
8095,78,Phillips County,Colorado
8097,49,Pitkin County,Colorado
8099,60,Prowers County,Colorado
8101,28,Pueblo County,Colorado
8103,67,Rio Blanco County,Colorado
8105,75,Rio Grande County,Colorado
8107,49,Routt County,Colorado
8109,60,Saguache County,Colorado
8111,75,San Juan County,Colorado
8113,65,San Miguel County,Colorado
8115,79,Sedgwick County,Colorado
8117,49,Summit County,Colorado
8119,22,Teller County,Colorado
8121,79,Washington County,Colorado
8123,19,Weld County,Colorado
8125,80,Yuma County,Colorado
9001,18,Fairfield County,Connecticut
9003,2,Hartford County,Connecticut
9005,49,Litchfield County,Connecticut
9007,8,Middlesex County,Connecticut
9009,18,New Haven County,Connecticut
9011,18,New London County,Connecticut
9013,8,Tolland County,Connecticut
9015,23,Windham County,Connecticut
10001,33,Kent County,Delaware
10003,6,New Castle County,Delaware
10005,24,Sussex County,Delaware
11001,1,District of Columbia,District of Columbia
12001,16,Alachua County,Florida
12003,3,Baker County,Florida
12005,30,Bay County,Florida
12007,81,Bradford County,Florida
12009,24,Brevard County,Florida
12011,7,Broward County,Florida
12013,81,Calhoun County,Florida
12015,25,Charlotte County,Florida
12017,25,Citrus County,Florida
12019,6,Clay County,Florida
12021,24,Collier County,Florida
12023,44,Columbia County,Florida
12027,44,DeSoto County,Florida
12029,69,Dixie County,Florida
12031,1,Duval County,Florida
12033,24,Escambia County,Florida
12035,24,Flagler County,Florida
12037,64,Franklin County,Florida
12039,15,Gadsden County,Florida
12041,20,Gilchrist County,Florida
12043,69,Glades County,Florida
12045,27,Gulf County,Florida
12047,81,Hamilton County,Florida
12049,45,Hardee County,Florida
12051,45,Hendry County,Florida
12053,11,Hernando County,Florida
12055,25,Highlands County,Florida
12057,1,Hillsborough County,Florida
12059,81,Holmes County,Florida
12061,25,Indian River County,Florida
12063,59,Jackson County,Florida
12065,20,Jefferson County,Florida
12067,81,Lafayette County,Florida
12069,11,Lake County,Florida
12071,24,Lee County,Florida
12073,16,Leon County,Florida
12075,59,Levy County,Florida
12077,64,Liberty County,Florida
12079,81,Madison County,Florida
12081,24,Manatee County,Florida
12083,24,Marion County,Florida
12085,24,Martin County,Florida
12086,1,Miami-Dade County,Florida
12087,49,Monroe County,Florida
12089,11,Nassau County,Florida
12091,30,Okaloosa County,Florida
12093,44,Okeechobee County,Florida
12095,1,Orange County,Florida
12097,9,Osceola County,Florida
12099,7,Palm Beach County,Florida
12101,11,Pasco County,Florida
12103,2,Pinellas County,Florida
12105,24,Polk County,Florida
12107,42,Putnam County,Florida
12109,6,St. Johns County,Florida
12111,24,St. Lucie County,Florida
12113,19,Santa Rosa County,Florida
12115,24,Sarasota County,Florida
12117,6,Seminole County,Florida
12119,25,Sumter County,Florida
12121,59,Suwannee County,Florida
12123,81,Taylor County,Florida
12125,64,Union County,Florida
12127,24,Volusia County,Florida
12129,14,Wakulla County,Florida
12131,30,Walton County,Florida
12133,81,Washington County,Florida
13001,60,Appling County,Georgia
13003,60,Atkinson County,Georgia
13005,60,Bacon County,Georgia
13007,26,Baker County,Georgia
13009,39,Baldwin County,Georgia
13011,82,Banks County,Georgia
13013,12,Barrow County,Georgia
13015,5,Bartow County,Georgia
13017,40,Ben Hill County,Georgia
13019,61,Berrien County,Georgia
13021,32,Bibb County,Georgia
13023,62,Bleckley County,Georgia
13025,27,Brantley County,Georgia
13027,26,Brooks County,Georgia
13029,19,Bryan County,Georgia
13031,39,Bulloch County,Georgia
13033,15,Burke County,Georgia
13035,5,Butts County,Georgia
13037,54,Calhoun County,Georgia
13039,36,Camden County,Georgia
13043,53,Candler County,Georgia
13045,5,Carroll County,Georgia
13047,14,Catoosa County,Georgia
13049,64,Charlton County,Georgia
13051,16,Chatham County,Georgia
13053,18,Chattahoochee County,Georgia
13055,37,Chattooga County,Georgia
13057,10,Cherokee County,Georgia
13059,30,Clarke County,Georgia
13061,54,Clay County,Georgia
13063,9,Clayton County,Georgia
13065,66,Clinch County,Georgia
13067,7,Cobb County,Georgia
13069,35,Coffee County,Georgia
13071,42,Colquitt County,Georgia
13073,19,Columbia County,Georgia
13075,53,Cook County,Georgia
13077,12,Coweta County,Georgia
13079,26,Crawford County,Georgia
13081,40,Crisp County,Georgia
13083,22,Dade County,Georgia
13085,11,Dawson County,Georgia
13087,40,Decatur County,Georgia
13089,9,DeKalb County,Georgia
13091,81,Dodge County,Georgia
13093,53,Dooly County,Georgia
13095,32,Dougherty County,Georgia
13097,9,Douglas County,Georgia
13099,55,Early County,Georgia
13101,32,Echols County,Georgia
13103,19,Effingham County,Georgia
13105,53,Elbert County,Georgia
13107,66,Emanuel County,Georgia
13109,53,Evans County,Georgia
13111,75,Fannin County,Georgia
13113,8,Fayette County,Georgia
13115,32,Floyd County,Georgia
13117,10,Forsyth County,Georgia
13119,53,Franklin County,Georgia
13121,1,Fulton County,Georgia
13123,56,Gilmer County,Georgia
13125,82,Glascock County,Georgia
13127,33,Glynn County,Georgia
13129,42,Gordon County,Georgia
13131,53,Grady County,Georgia
13133,75,Greene County,Georgia
13135,9,Gwinnett County,Georgia
13137,47,Habersham County,Georgia
13139,33,Hall County,Georgia
13141,37,Hancock County,Georgia
13143,5,Haralson County,Georgia
13145,21,Harris County,Georgia
13147,56,Hart County,Georgia
13149,5,Heard County,Georgia
13151,9,Henry County,Georgia
13153,33,Houston County,Georgia
13155,62,Irwin County,Georgia
13157,51,Jackson County,Georgia
13159,5,Jasper County,Georgia
13161,60,Jeff Davis County,Georgia
13163,54,Jefferson County,Georgia
13165,54,Jenkins County,Georgia
13167,44,Johnson County,Georgia
13169,27,Jones County,Georgia
13171,5,Lamar County,Georgia
13173,32,Lanier County,Georgia
13175,35,Laurens County,Georgia
13177,31,Lee County,Georgia
13179,33,Liberty County,Georgia
13181,15,Lincoln County,Georgia
13183,33,Long County,Georgia
13185,32,Lowndes County,Georgia
13187,74,Lumpkin County,Georgia
13189,15,McDuffie County,Georgia
13191,26,McIntosh County,Georgia
13193,54,Macon County,Georgia
13195,27,Madison County,Georgia
13197,15,Marion County,Georgia
13199,5,Meriwether County,Georgia
13201,62,Miller County,Georgia
13205,53,Mitchell County,Georgia
13207,27,Monroe County,Georgia
13209,37,Montgomery County,Georgia
13211,11,Morgan County,Georgia
13213,32,Murray County,Georgia
13215,17,Muscogee County,Georgia
13217,9,Newton County,Georgia
13219,31,Oconee County,Georgia
13221,27,Oglethorpe County,Georgia
13223,12,Paulding County,Georgia
13225,32,Peach County,Georgia
13227,11,Pickens County,Georgia
13229,35,Pierce County,Georgia
13231,3,Pike County,Georgia
13233,42,Polk County,Georgia
13235,26,Pulaski County,Georgia
13237,74,Putnam County,Georgia
13239,69,Quitman County,Georgia
13241,75,Rabun County,Georgia
13243,54,Randolph County,Georgia
13245,17,Richmond County,Georgia
13247,9,Rockdale County,Georgia
13249,35,Schley County,Georgia
13251,62,Screven County,Georgia
13253,62,Seminole County,Georgia
13255,5,Spalding County,Georgia
13257,41,Stephens County,Georgia
13259,54,Stewart County,Georgia
13261,40,Sumter County,Georgia
13263,62,Talbot County,Georgia
13265,57,Taliaferro County,Georgia
13267,81,Tattnall County,Georgia
13269,54,Taylor County,Georgia
13271,64,Telfair County,Georgia
13273,32,Terrell County,Georgia
13275,42,Thomas County,Georgia
13277,42,Tift County,Georgia
13279,40,Toombs County,Georgia
13281,77,Towns County,Georgia
13283,60,Treutlen County,Georgia
13285,42,Troup County,Georgia
13287,55,Turner County,Georgia
13289,26,Twiggs County,Georgia
13291,77,Union County,Georgia
13293,37,Upson County,Georgia
13295,20,Walker County,Georgia
13297,12,Walton County,Georgia
13299,35,Ware County,Georgia
13301,54,Warren County,Georgia
13303,61,Washington County,Georgia
13305,44,Wayne County,Georgia
13307,63,Webster County,Georgia
13309,64,Wheeler County,Georgia
13311,74,White County,Georgia
13313,32,Whitfield County,Georgia
13315,81,Wilcox County,Georgia
13317,62,Wilkes County,Georgia
13319,58,Wilkinson County,Georgia
13321,26,Worth County,Georgia
15001,49,Hawaii County,Hawaii
15003,18,Honolulu County,Hawaii
15005,30,Kalawao County,Hawaii
15007,49,Kauai County,Hawaii
15009,25,Maui County,Hawaii
16001,19,Ada County,Idaho
16003,75,Adams County,Idaho
16005,33,Bannock County,Idaho
16007,76,Bear Lake County,Idaho
16009,83,Benewah County,Idaho
16011,50,Bingham County,Idaho
16013,49,Blaine County,Idaho
16015,24,Boise County,Idaho
16017,43,Bonner County,Idaho
16019,31,Bonneville County,Idaho
16021,75,Boundary County,Idaho
16023,27,Butte County,Idaho
16025,43,Camas County,Idaho
16027,17,Canyon County,Idaho
16029,76,Caribou County,Idaho
16031,45,Cassia County,Idaho
16033,73,Clark County,Idaho
16035,69,Clearwater County,Idaho
16037,72,Custer County,Idaho
16039,36,Elmore County,Idaho
16041,31,Franklin County,Idaho
16043,52,Fremont County,Idaho
16045,24,Gem County,Idaho
16047,73,Gooding County,Idaho
16049,77,Idaho County,Idaho
16051,31,Jefferson County,Idaho
16053,45,Jerome County,Idaho
16055,25,Kootenai County,Idaho
16057,39,Latah County,Idaho
16059,75,Lemhi County,Idaho
16061,71,Lewis County,Idaho
16063,45,Lincoln County,Idaho
16065,39,Madison County,Idaho
16067,45,Minidoka County,Idaho
16069,29,Nez Perce County,Idaho
16071,79,Oneida County,Idaho
16073,15,Owyhee County,Idaho
16075,47,Payette County,Idaho
16077,73,Power County,Idaho
16079,75,Shoshone County,Idaho
16081,36,Teton County,Idaho
16083,36,Twin Falls County,Idaho
16085,65,Valley County,Idaho
16087,75,Washington County,Idaho
17001,51,Adams County,Illinois
17003,32,Alexander County,Illinois
17005,3,Bond County,Illinois
17007,14,Boone County,Illinois
17009,64,Brown County,Illinois
17011,48,Bureau County,Illinois
17013,11,Calhoun County,Illinois
17015,83,Carroll County,Illinois
17017,80,Cass County,Illinois
17019,30,Champaign County,Illinois
17021,48,Christian County,Illinois
17023,84,Clark County,Illinois
17025,84,Clay County,Illinois
17027,13,Clinton County,Illinois
17029,39,Coles County,Illinois
17031,1,Cook County,Illinois
17033,84,Crawford County,Illinois
17035,48,Cumberland County,Illinois
17037,9,DeKalb County,Illinois
17039,29,De Witt County,Illinois
17041,82,Douglas County,Illinois
17043,7,DuPage County,Illinois
17045,70,Edgar County,Illinois
17047,85,Edwards County,Illinois
17049,52,Effingham County,Illinois
17051,63,Fayette County,Illinois
17053,29,Ford County,Illinois
17055,59,Franklin County,Illinois
17057,48,Fulton County,Illinois
17059,71,Gallatin County,Illinois
17061,63,Greene County,Illinois
17063,13,Grundy County,Illinois
17065,85,Hamilton County,Illinois
17067,48,Hancock County,Illinois
17069,57,Hardin County,Illinois
17071,48,Henderson County,Illinois
17073,22,Henry County,Illinois
17075,68,Iroquois County,Illinois
17077,30,Jackson County,Illinois
17079,86,Jasper County,Illinois
17081,41,Jefferson County,Illinois
17083,13,Jersey County,Illinois
17085,86,Jo Daviess County,Illinois
17087,81,Johnson County,Illinois
17089,7,Kane County,Illinois
17091,28,Kankakee County,Illinois
17093,10,Kendall County,Illinois
17095,41,Knox County,Illinois
17097,7,Lake County,Illinois
17099,38,LaSalle County,Illinois
17101,64,Lawrence County,Illinois
17103,48,Lee County,Illinois
17105,48,Livingston County,Illinois
17107,48,Logan County,Illinois
17109,39,McDonough County,Illinois
17111,4,McHenry County,Illinois
17113,31,McLean County,Illinois
17115,28,Macon County,Illinois
17117,11,Macoupin County,Illinois
17119,13,Madison County,Illinois
17121,41,Marion County,Illinois
17123,22,Marshall County,Illinois
17125,83,Mason County,Illinois
17127,37,Massac County,Illinois
17129,34,Menard County,Illinois
17131,22,Mercer County,Illinois
17133,4,Monroe County,Illinois
17135,82,Montgomery County,Illinois
17137,48,Morgan County,Illinois
17139,82,Moultrie County,Illinois
17141,51,Ogle County,Illinois
17143,23,Peoria County,Illinois
17145,81,Perry County,Illinois
17147,34,Piatt County,Illinois
17149,85,Pike County,Illinois
17151,63,Pope County,Illinois
17153,57,Pulaski County,Illinois
17155,48,Putnam County,Illinois
17157,68,Randolph County,Illinois
17159,84,Richland County,Illinois
17161,23,Rock Island County,Illinois
17163,9,St. Clair County,Illinois
17165,61,Saline County,Illinois
17167,28,Sangamon County,Illinois
17169,85,Schuyler County,Illinois
17171,48,Scott County,Illinois
17173,86,Shelby County,Illinois
17175,22,Stark County,Illinois
17177,41,Stephenson County,Illinois
17179,21,Tazewell County,Illinois
17181,63,Union County,Illinois
17183,27,Vermilion County,Illinois
17185,84,Wabash County,Illinois
17187,82,Warren County,Illinois
17189,85,Washington County,Illinois
17191,84,Wayne County,Illinois
17193,71,White County,Illinois
17195,48,Whiteside County,Illinois
17197,4,Will County,Illinois
17199,29,Williamson County,Illinois
17201,23,Winnebago County,Illinois
17203,21,Woodford County,Illinois
18001,50,Adams County,Indiana
18003,23,Allen County,Indiana
18005,31,Bartholomew County,Indiana
18007,29,Benton County,Indiana
18009,83,Blackford County,Indiana
18011,10,Boone County,Indiana
18013,11,Brown County,Indiana
18015,34,Carroll County,Indiana
18017,50,Cass County,Indiana
18019,12,Clark County,Indiana
18021,29,Clay County,Indiana
18023,50,Clinton County,Indiana
18025,58,Crawford County,Indiana
18027,50,Daviess County,Indiana
18029,13,Dearborn County,Indiana
18031,50,Decatur County,Indiana
18033,50,DeKalb County,Indiana
18035,28,Delaware County,Indiana
18037,52,Dubois County,Indiana
18039,33,Elkhart County,Indiana
18041,41,Fayette County,Indiana
18043,6,Floyd County,Indiana
18045,84,Fountain County,Indiana
18047,86,Franklin County,Indiana
18049,82,Fulton County,Indiana
18051,86,Gibson County,Indiana
18053,38,Grant County,Indiana
18055,82,Greene County,Indiana
18057,10,Hamilton County,Indiana
18059,4,Hancock County,Indiana
18061,13,Harrison County,Indiana
18063,4,Hendricks County,Indiana
18065,41,Henry County,Indiana
18067,28,Howard County,Indiana
18069,48,Huntington County,Indiana
18071,50,Jackson County,Indiana
18073,13,Jasper County,Indiana
18075,82,Jay County,Indiana
18077,47,Jefferson County,Indiana
18079,41,Jennings County,Indiana
18081,4,Johnson County,Indiana
18083,41,Knox County,Indiana
18085,51,Kosciusko County,Indiana
18087,82,LaGrange County,Indiana
18089,9,Lake County,Indiana
18091,27,LaPorte County,Indiana
18093,48,Lawrence County,Indiana
18095,3,Madison County,Indiana
18097,1,Marion County,Indiana
18099,50,Marshall County,Indiana
18101,82,Martin County,Indiana
18103,44,Miami County,Indiana
18105,30,Monroe County,Indiana
18107,50,Montgomery County,Indiana
18109,13,Morgan County,Indiana
18111,13,Newton County,Indiana
18113,50,Noble County,Indiana
18115,11,Ohio County,Indiana
18117,82,Orange County,Indiana
18119,27,Owen County,Indiana
18121,83,Parke County,Indiana
18123,86,Perry County,Indiana
18125,48,Pike County,Indiana
18127,13,Porter County,Indiana
18129,21,Posey County,Indiana
18131,82,Pulaski County,Indiana
18133,13,Putnam County,Indiana
18135,70,Randolph County,Indiana
18137,86,Ripley County,Indiana
18139,70,Rush County,Indiana
18141,23,St. Joseph County,Indiana
18143,5,Scott County,Indiana
18145,13,Shelby County,Indiana
18147,86,Spencer County,Indiana
18149,82,Starke County,Indiana
18151,48,Steuben County,Indiana
18153,27,Sullivan County,Indiana
18155,82,Switzerland County,Indiana
18157,30,Tippecanoe County,Indiana
18159,86,Tipton County,Indiana
18161,13,Union County,Indiana
18163,16,Vanderburgh County,Indiana
18165,29,Vermillion County,Indiana
18167,28,Vigo County,Indiana
18169,48,Wabash County,Indiana
18171,86,Warren County,Indiana
18173,21,Warrick County,Indiana
18175,3,Washington County,Indiana
18177,42,Wayne County,Indiana
18179,21,Wells County,Indiana
18181,86,White County,Indiana
18183,21,Whitley County,Indiana
19001,85,Adair County,Iowa
19003,87,Adams County,Iowa
19005,76,Allamakee County,Iowa
19007,71,Appanoose County,Iowa
19009,88,Audubon County,Iowa
19011,21,Benton County,Iowa
19013,28,Black Hawk County,Iowa
19015,52,Boone County,Iowa
19017,34,Bremer County,Iowa
19019,86,Buchanan County,Iowa
19021,45,Buena Vista County,Iowa
19023,86,Butler County,Iowa
19025,85,Calhoun County,Iowa
19027,84,Carroll County,Iowa
19029,84,Cass County,Iowa
19031,86,Cedar County,Iowa
19033,46,Cerro Gordo County,Iowa
19035,87,Cherokee County,Iowa
19037,84,Chickasaw County,Iowa
19039,70,Clarke County,Iowa
19041,52,Clay County,Iowa
19043,84,Clayton County,Iowa
19045,51,Clinton County,Iowa
19047,73,Crawford County,Iowa
19049,19,Dallas County,Iowa
19051,50,Davis County,Iowa
19053,70,Decatur County,Iowa
19055,86,Delaware County,Iowa
19057,41,Des Moines County,Iowa
19059,46,Dickinson County,Iowa
19061,31,Dubuque County,Iowa
19063,79,Emmet County,Iowa
19065,84,Fayette County,Iowa
19067,84,Floyd County,Iowa
19069,84,Franklin County,Iowa
19071,85,Fremont County,Iowa
19073,84,Greene County,Iowa
19075,34,Grundy County,Iowa
19077,22,Guthrie County,Iowa
19079,84,Hamilton County,Iowa
19081,87,Hancock County,Iowa
19083,86,Hardin County,Iowa
19085,22,Harrison County,Iowa
19087,84,Henry County,Iowa
19089,76,Howard County,Iowa
19091,84,Humboldt County,Iowa
19093,89,Ida County,Iowa
19095,86,Iowa County,Iowa
19097,84,Jackson County,Iowa
19099,52,Jasper County,Iowa
19101,46,Jefferson County,Iowa
19103,30,Johnson County,Iowa
19105,22,Jones County,Iowa
19107,85,Keokuk County,Iowa
19109,87,Kossuth County,Iowa
19111,48,Lee County,Iowa
19113,21,Linn County,Iowa
19115,80,Louisa County,Iowa
19117,85,Lucas County,Iowa
19119,76,Lyon County,Iowa
19121,21,Madison County,Iowa
19123,47,Mahaska County,Iowa
19125,86,Marion County,Iowa
19127,50,Marshall County,Iowa
19129,21,Mills County,Iowa
19131,86,Mitchell County,Iowa
19133,78,Monona County,Iowa
19135,84,Monroe County,Iowa
19137,70,Montgomery County,Iowa
19139,50,Muscatine County,Iowa
19141,89,O'Brien County,Iowa
19143,87,Osceola County,Iowa
19145,79,Page County,Iowa
19147,87,Palo Alto County,Iowa
19149,34,Plymouth County,Iowa
19151,85,Pocahontas County,Iowa
19153,19,Polk County,Iowa
19155,14,Pottawattamie County,Iowa
19157,79,Poweshiek County,Iowa
19159,72,Ringgold County,Iowa
19161,87,Sac County,Iowa
19163,19,Scott County,Iowa
